
Pathwayname ECID Probeset AGI c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19 c20 c21 c22 c23 c24 c25 c26 c27 c28 c29 c30 c31 c32 c33 c34 c35 c36 c37 c38 c39 c40 c41 c42 c43 c44 c45 c46 c47 c48 c49 c50 c51 c52 c53 c54 c55 c56 c57 c58 c59 c60 c61 c62 c63 c64 c65 c66 c67 c68 c69 c70 c71 c72 c73 c74 c75 c76 c77 c78 c79 c80 c81 c82 c83 c84 c85 c86 c87 c88 c89 c90 c91 c92 c93 c94 c95 c96 c97 c98 c99 c100 c101 c102 c103 c104 c105 c106 c107 c108 c109 c110 c111 c112 c113 c114 c115 c116 c117 c118
SerineGlycineCysteinemetabolism 2.1.2.1 246800_at AT5G26780 1622.6 1384.1 5333.7 1727.5 1915.7 1563.2 1647.1 1889.9 1284.5 1649.9 1455.1 1483.5 679.7 1823.8 1852.5 1864.2 1341.2 1360.4 1560.6 1597.3 1720 1667.6 1107 829.3 829.1 742.1 1938.7 2102.6 1997.6 2056.5 1221.3 2261.1 1077.1 1359 1648.6 1676.8 1385.4 1801 1278.6 1585.5 2137.2 1399.6 1040.8 1490.3 1507.6 2188.1 1917.5 2698.9 2203.1 1982.1 1993.2 1960.8 2136.4 2497.5 1310.4 1555.4 1165.9 1194.8 1330.4 951.2 1611.1 1352.1 1162.2 1161.9 1408 882.4 694.4 636.2 871.1 1447.5 1577.9 1417 1194.6 902.3 735.7 968 1024 485.1 430.7 687.1 549.2 761.8 1088.5 525.4 194.1 1040.4 338.8 460.8 796.9 541 273.7 435.4 1757.6 1488.9 1648.9 1711.3 1241.2 1928.7 1375.6 1380.6 1512.8 1213.3 2023.5 1475.9 1424.1 1502.3 1183.9 1649 1302.2 1036.2 1381 1721.1 1400.3 2250.7 1412.4 1298.5 1790.1 1712.5
SerineGlycineCysteinemetabolism 2.1.2.1 253009_at AT4G37930 26118 24492.2 199.8 29979.7 27479.9 35973.2 22529.2 48520.4 46959.2 25282 40213.4 45555.4 28145.2 22256.5 25832.9 23752.7 23811.8 27881.9 23975 24611 17846.1 16798.8 37348.7 16518.8 14808.3 20718 14688.5 9005.8 13536.3 12163.9 2048.1 22681.3 2284.4 2926.8 26508.7 2733.8 2156.4 21942.5 5205.6 1234.2 23781.8 13878.9 946.7 26463.4 30597.8 11569.4 12549.6 9187.3 17635.8 16964.9 19551.6 5776.6 7376.3 10479.9 4978.1 28036 20055 35138 21297.7 23855.7 32438.2 39402.5 24995 19996.6 31045.7 15798 15436.3 15438.4 29178.9 34406.6 32525.3 28250.1 27690.5 33300.5 36777.8 25832.8 31666.8 26412.3 29450.1 31489.7 29813.2 40957 30562 23211.8 23238.3 24230.2 16178.6 38090 36757.2 36308.8 21551.9 27857.8 29628 25799.6 24871.7 25128.1 28502.4 25020.9 36463.1 39737.9 34989.5 28394.6 24762.9 25287.1 33721 27680.3 29042.5 27536.9 34664.6 28270 41010.1 38241.5 27829.7 23783.7 61721.8 32729.9 39686.3 41319.9
SerineGlycineCysteinemetabolism 2.1.2.1 253438_at AT4G32520 1911.7 1993.3 7549.7 1703.9 2949.5 1200 3260.6 1660.4 3063.4 2119.8 1442.9 1509.3 5391.4 2895.6 1702.3 2041.1 1909.5 1778.1 1917.8 2016.7 2507.1 2679.7 1596.1 1942.4 1799.3 1644.2 2354.7 2601.6 5695.7 6077 1318.5 3375.3 1538.9 1490.1 2814.9 1552.6 1168.3 3074.3 1434.6 1240.6 3267.6 1941.6 2060.6 2156.9 2380.3 2960.1 2873 3952.7 2406.7 2401.4 2666.2 1573.8 3762 3573.9 1309.7 1892.8 1974.9 2224.9 2037.6 1674.1 1957 1986.2 1872.1 2638.9 2008.3 1107 736.4 632.5 1167.8 2731.5 3030.9 2922.3 2510.8 1896 1825.1 2216.9 1957.3 1646.6 1715.5 1719.5 1449.5 2067.6 1612.5 2388.6 1614.9 1986.2 1094.6 1589.3 1800.8 1296 1071.6 1078 1978.3 2580.5 2290.5 1928.1 1555.1 2170.8 1156.9 1469.8 1336.8 1695.6 2857.5 2488.3 1760.8 1690.1 1503.8 1729.3 1430.6 1597.1 2120.2 984.4 1847.3 2079.2 973.3 1613.2 1916.2 1316.8
SerineGlycineCysteinemetabolism 2.1.2.1 254740_s_at AT4G13890 8179 4724.6 4072 7199.5 10367.1 2344 3204 2519.4 2274.2 1652.8 1730.1 1695.3 1642.7 3408.2 4796.2 5204 4867 4132.4 3822 4298.3 3029.5 3146.3 1704.7 1017.5 2718.7 1204.8 3500.2 3988.4 7927.9 5785.6 4683.2 6013.3 4034.5 4327.4 5198.9 4644.2 4110.3 5268.3 7547.2 5006.3 6103.1 6571.4 2506 2920.8 3053.5 770.9 631 1144.1 3150.2 3536.8 4679.7 2068.1 2883.4 4846.4 6276.8 2839.4 2597.9 2160.2 2319.7 2192 2733.5 2217 1909 3046.1 3117.7 950.1 583.5 734.7 998.4 5592.7 5777.2 5258.8 4533.2 2942 2575 2809.1 2749.2 1818.6 1964.2 2232 2363.3 1779.6 1998 1102.4 1069.5 6154.8 2123 1104.4 2828.5 980.2 2057.2 1609.8 2366.2 6676.4 5467.5 5663 3808.7 4883.1 2723.8 1413.8 2350 6152.9 6902.4 6371 2610.9 3593.2 3347.6 2422.8 1741.4 4632.5 5531.1 2332.7 1729 4232.2 1116.9 1824.7 5083.8 1609.4
SerineGlycineCysteinemetabolism 2.1.2.1 255946_at AT1G22020 1133.6 1136.3 845.6 823.3 1014.8 1501.3 1194 1394.7 906.1 1060.5 1897.8 1655.3 1051.3 750.4 1103.9 1248.9 1045.7 941.7 1168.4 1075.6 993.7 870.6 1391.3 1497.9 1067.6 1589.4 1503.4 1313.8 1545.8 1254.3 1653.5 1197.4 1599.6 1555.3 974 1516.6 1195.5 1199.4 1398.3 1479.5 852.4 1247.9 1654.7 1268.2 1751.6 1156.6 1535.4 1107.9 1194.3 1198.5 1556.9 1024.4 1266.3 1644.1 1381.8 1211.7 1172 1053.6 1094.3 1182.2 1392.8 1303 1194.4 884.4 1164.7 685 639.8 869.9 886.2 1226.6 1223.8 1377.2 1391.8 1588.4 1710.4 1626.9 1615.3 1450.4 1705.7 1658.8 1548.6 1527.3 1998.5 2125.5 1920.9 1626.2 2157.1 1513.3 1206.9 1474.8 1866.3 1738 951.7 1105.7 718.9 1137.6 1304 1046.3 1013.5 971 956 1303 1219.9 1313.4 1148.5 1282.3 1460.9 703.3 1005.5 1311.4 1204.2 1352.5 1105.6 889.5 1185.3 1009.5 1172.5 914.9
SerineGlycineCysteinemetabolism 2.3.1.30 247982_at AT5G56760 2777.8 2684.3 2500.6 4569.7 3006 3201.3 1864.9 2207.4 2319.1 2903.7 2766.2 2252.6 2077.7 1617.7 3018.4 3454.3 3445.1 3564.9 3317.3 3567.6 2670.5 2812.3 2754.9 2423.7 7856.8 3897.4 1997.9 2649.3 3606.9 2832.2 3799.3 3012.3 3736.3 4044.7 3057.6 3466.4 4113.1 2563.3 4010.2 3701.2 2601.7 4005.9 4009.7 3140.9 3827.8 2573.3 2419.3 1824.4 3028.9 3395.8 2890.1 3308.6 3192.6 2975.9 3987.2 3538 3108.7 2686 3655.4 3287 2839.5 2701.8 3045.5 1566.2 2659.6 6522.6 4229.5 2917 3373.7 2761.8 2944.7 2659.1 2734.6 2809.8 2608.1 2586.2 2604.4 2927.7 2616.1 2796.6 2572.3 2885.2 2881.7 3097.5 2312.5 2742 2728.8 3382.1 3176.4 3619.9 2923.6 2835.5 3251.1 2591.2 2642.4 2426 3026.5 2872.8 3018.5 1944.3 2796.1 2354.6 2911.5 2174.5 3502.3 2949.8 2542.5 3168.7 2031.9 2268.1 2168.1 3129.4 2815.1 3095.7 2687.2 2396.3 2106 1900.2
SerineGlycineCysteinemetabolism 2.3.1.30 257194_at AT3G13110 5924.3 8866.9 1498.4 7805.9 7866.2 3960.9 1540.4 1591.6 3453.5 7072.7 3997.2 1658.8 6002.1 1547.5 3326.5 3325.7 3406 3255.5 3133.7 2809.1 2920.9 3556 2915.1 2902.1 9045.5 5018.1 12136.3 6734 10137.1 10789.6 3588.8 4586.9 3078.5 2891.1 3778.4 2757.6 3336.9 3809.3 3631.9 4090.2 4386.2 3036 3152.6 4767.7 3547.8 3424.3 2587.6 3499.7 2692.1 2830.3 3245.4 2094.6 3429.8 3630.7 3365.2 4516.3 3529.3 2633.3 2911.9 3328.3 2755.9 3253.6 2788.8 3121.3 3458.6 8254 5670.2 7288.1 5659.8 5080.7 5301.3 4746.5 4662.1 3348.8 3534.5 3617.3 3803.8 5600.2 5133.6 4219.2 4316.3 3186.9 3966.7 2741 4917.9 6343.7 10284.6 3589.3 4118.5 3497.9 7917.2 7109.6 3796.5 5271.2 4175.2 10030.9 5362.2 4768.3 6003.8 5137.7 5665.9 6698.7 4165.6 5232.4 15954.7 5398.5 2917 6888.7 4680.7 6446.7 12622.1 5674.6 8871.2 9712.2 3371.3 4663.7 10804 3768.8
SerineGlycineCysteinemetabolism 2.6.1.52 253162_at AT4G35630 2532.1 2049.2 4997.9 1731 3203.5 2796.3 2784.6 1167.3 1412.6 5280.6 2421.7 974.4 4396.7 2728.1 2740 3770.8 3371.6 2658.7 2788.4 3250.9 3526.9 4622.5 761.1 2593.4 9960.8 3655.7 19044 14798.3 17716.6 21105 3977.7 4390.9 4230.5 4441.8 3646.2 4032.1 4246.1 3932.1 3656.7 5523.5 3932.2 3373.2 4669.5 2372.6 1983.2 3090.8 2999.8 3565.1 3138.9 3025 3209.5 2762.6 4020.8 3676.3 3738.3 2459.3 3692.9 3384.2 4696.3 3712.1 4072.5 3700.4 3120.9 4419.1 3885.7 11691.1 3944.4 4507.8 2535.7 3956.2 4067.2 3676.3 3005.4 1869.9 1592.1 2065.1 1932.9 1522.5 1261.1 1660.1 1728.3 1018.1 1598.6 1396.5 2219.1 1977.3 3319.2 1589.9 1974.2 1188 1842.9 1636.1 2822.2 4816.8 3479.2 2761.9 2447 3071.7 2306.3 2201.3 2122 1855.1 3812.1 4769.9 2408.7 2036.9 1779.1 3870.6 2543.6 1792.4 1451.7 2673 3106.7 3879.5 1538.6 2942.1 2505.8 1809.7
SerineGlycineCysteinemetabolism 3.1.3.3 255778_at AT1G18640 787.4 658 546.1 784.6 717.1 1021.3 974.4 950.2 385 725.3 837.1 865 233.8 943.4 1124.7 855 1039.1 875.5 1081.5 1244.7 954 781.2 904.8 886.8 610.2 571.5 802.5 878.8 1206.7 664.8 522 1206.4 465.5 741 1294.5 620.1 608.7 1047.1 322 597.1 761.4 481.4 503 781.9 685.8 771.8 438.8 659.3 926 912.9 823.3 534.4 759.1 810.9 385.4 905.6 932.2 1066.9 907.2 1245.1 1219.2 1040.2 987.9 874.1 1107.5 1098.4 1309.8 1293.5 931.9 577.7 642.7 541.2 523.2 370.3 339.8 385.5 419.2 318.1 248 322.1 247.8 254.5 342.3 308.1 203.1 231.9 175.4 158.6 434.6 284 245.2 83.3 688.8 1192.3 985 875.8 1255.1 729.5 1074 730.6 928.3 940.1 1197.5 875.2 528.7 851.2 608.3 1114.1 656.6 806.3 675.4 862.1 552.2 793.6 768.5 733.6 574.1 770.8
SerineGlycineCysteinemetabolism 4.2.99.8 246700_at AT5G28030 64 99.1 21.6 268.7 229.3 359.3 73.5 149.2 86.1 134.4 473 22.6 284 171.5 13.1 49.2 16.5 122.9 7.7 5.9 54.3 92.9 123.8 146.7 133.4 104.2 76 121.6 65 108.5 9.5 6 13.2 19.9 7.5 98.2 57.5 26.2 52.9 10.4 14.6 4.9 3.8 108.5 115.1 28.5 64.5 12.1 93.2 89.9 140.6 169.3 52.5 29.2 28.7 23.1 4.4 195.4 9.7 41 95.8 367.2 2.8 163.2 324.8 143.9 232 167.9 148 55.2 61.2 28.9 98.9 75.5 120 62.3 74.7 121.1 168.1 134 22 6.5 19 11.5 17.5 68.9 6.9 10.4 11.1 4.7 80.5 4 315.9 135.4 100.4 179 15.3 77.2 649.1 288.8 749.3 23.8 104.2 150.9 183.1 76.8 138.3 425.3 562.6 91.5 259.3 508.7 419.1 146.2 425.5 414.9 276.5 505.7
SerineGlycineCysteinemetabolism 4.2.99.8 246701_at AT5G28020 1096.9 842.1 14.7 3012.9 722.2 3656.5 357.2 2265.8 2448.9 1871.5 5318.1 2619.8 1904.5 610.1 1154.2 973.5 926.2 935.3 956.8 1017.4 889.3 772.6 4792.2 2812.6 1318.7 2200.6 824.7 1299.6 578.7 926.8 1686.6 828.7 1387.3 1149.3 580.7 1442 1297 663.5 1685.1 2215.7 514.2 747.6 1106.1 1106.9 719.5 751.5 712.3 781.2 703.3 655.4 620.2 651.6 866.5 678.8 1341.8 1000.6 886.2 485.4 680 683.9 945.8 382.8 1041.6 651.1 344 819.3 1543.1 1177 1703.3 721.9 694.3 604.3 541.4 522.3 631 481.1 466 341.5 347.4 345.9 460.7 851.5 991.7 816.7 397.2 575.9 267.2 722.4 703.3 489.3 345.6 215.5 3689.7 680.9 800.7 2483.8 1259.8 1163.7 3998.7 2899.2 4681.8 1090.4 612.1 457.6 3923.6 1235.5 538.3 4341.9 2347.3 842.6 2284.6 3629.5 3384.4 1402.8 2657 3603.4 1117.9 2441.7
SerineGlycineCysteinemetabolism 4.2.99.8 251322_at AT3G61440 17350.6 18415 4248.6 18424.1 17443.9 14443.3 8746.6 14664.6 13274.5 14832.7 13736.6 14748 13451.9 9727.5 13052.1 14322 12862.3 12103.1 12688.8 13086.2 14933.8 14203.3 17173.3 14554.5 9275.6 10596.4 23837.4 25867.4 12084.8 15797.6 12927.3 20035 13804 12765.6 22375.8 22806.8 12943.6 19938.7 11499.3 11943 16420.5 12815.6 13193.1 25839.7 17413.4 22828.4 23888.1 22245 32821.3 34154.7 30607.2 15941.9 24020 20040.2 11031.5 23672.3 13910.3 16753.2 11112.1 11889.9 14046.3 13495.3 11164.3 15723.3 11768.9 15779 12763.5 11294.8 11375.2 19363.9 19855.2 15969.5 15919.7 22755.9 27252.5 22583.8 24748.1 20143 21579.5 22665.2 22243.1 12389.2 15199.5 23812.4 15109.6 17740.5 12993 24975.5 19236.3 23411.8 14196.2 16418.1 10967.6 10716 7884.2 16916.6 13716.8 13471.5 15917.8 15450.9 15665.6 17117.4 8811.2 9043.1 20744.7 14688 12683 17199.2 13709.7 19377.1 21982 17612.6 14602 17296.3 14026.5 13753.2 24299.9 14765.8
SerineGlycineCysteinemetabolism 4.2.99.8 251487_at AT3G59760 1222.8 1410.4 5709.6 1421.1 1261.2 1784.1 2120.6 1344.2 924.3 2013.6 1392.1 808.5 951.5 1466.8 2055.6 1784.7 2173.9 1963.9 1879.1 1859.6 1691.1 1727.4 985.8 779.9 1599.7 896 2885.7 3063.1 2656.3 2411.6 2454 1907 1886.1 2214.3 1656 1980.1 1958.3 1798 1859.9 2608.9 1645.2 2122.9 1811.7 1255.3 1264.6 1328.9 1241.4 1676.2 2227.4 2139.6 2256.6 1352.2 1423.2 1604 1682.4 1328.2 1402.7 1029.5 1269.6 1103.6 1622.1 1613.1 1051.9 1421.8 1636.1 1410.5 825.9 1108.3 1034 1303.1 1419.8 1289.5 1361.7 1007.5 754.8 865.4 804.1 572.7 651.9 788.9 690.1 835.1 810.9 864.2 706.1 1039 707.3 508.4 1186.8 786 789.8 541.9 2137.7 2736.3 1794.8 2051.6 1553.4 1986.2 2016.3 1804.4 2201.9 1350 2421.4 2070.8 1495.5 1566.9 1371.4 2234.6 1550.3 1167.9 1511.1 2507.1 1788 2027.8 1354.2 1517.6 2192.6 1778.7
SerineGlycineCysteinemetabolism 4.2.99.8 259094_at AT3G04940 1108.5 1185.9 281.7 1590.2 1298.3 934 1492.1 1128.8 621.8 567.7 833.3 923.9 482.5 1252 1064.8 938.8 1190.9 1008.1 1071.7 1028.4 1008.1 964.3 1550.5 672.5 466.7 502.5 346.2 407.7 358.1 562.5 1023.2 1220.3 1126.6 902.4 1144.2 978.7 940.5 1185 1043 708.5 1319.2 1434.9 817.6 1050.5 1333 882.1 972.9 1269.2 1329.1 1291.4 1351.8 298.1 1099.8 1335.3 1133.5 1307.3 1126.5 990.4 941.8 790.9 821.8 777.6 712.2 720.6 1140.9 682.6 727.6 825.4 851.1 1316.4 1384.6 1517.4 1411 1152.7 978.4 1480.4 906.9 691.5 671.4 805.1 705.3 556.3 991.8 649 385 656.8 278.9 789.6 1049.2 494.2 497.8 745.6 1121.2 836.9 1120.4 1328.3 1030.5 1131.6 1074.9 776.2 1074.9 904.5 977.4 719.2 1622.1 1425 665.4 1381.3 361.9 1206.1 733.2 859.8 818 1365.3 725.6 789.8 1114.9 880.3
SerineGlycineCysteinemetabolism 4.2.99.8 260566_at AT2G43750 8392.2 6759.3 2238.1 8274 5119.2 7515.9 6744.4 9814.9 6657.4 4449.6 6555.1 9061.9 2898.2 6978.7 6448.7 5999.8 6036.8 6799.7 7208.5 6507.2 5540.1 5351.7 6547.3 4819.7 4163.6 5554.1 6349.3 6203.1 3842 4253.8 3245.3 5659.3 2891.3 3455.4 5178 4134.7 3849.2 5182.8 3030.1 3026.1 6034.8 2638 2891.9 5400.5 4770.6 3242 2971.6 3731.6 4422.6 4491 3948.3 2432.6 2747.4 2861.6 2615.8 5663.7 5402.1 4388.4 4763.3 3734.3 5207 4329.2 4137.3 4795.6 5620.3 4136.2 4420.6 4587.4 6571.2 3565.7 3592.9 3283.7 3940.8 3550.5 2978.1 3268.9 3178.3 2678.7 2441 3065.8 3191.3 2855.1 3066.6 4388.7 2961.5 2974.5 1959.7 3501.7 3179.8 2906.4 2566 2636.6 4788.9 5274.4 5641.2 7431.9 9416.9 7476.6 7851.5 6503.5 8004.6 7398.6 5502.9 4468.3 4484.2 8501.8 6402.5 5443.6 4260 6624.1 10095.7 8674.7 5807 5812.6 10482.2 7432.5 7551.4 6456.9
Sesquiterpenemetabolism 4.1.99.7 264720_at AT1G70080 118.4 86.2 89.9 77.5 58.2 159.8 113.3 143.2 179 26.6 210.4 158.9 138.7 110.1 160.9 110.4 76.4 66.9 133.2 98.4 98.8 102.5 92.5 66.7 93.4 216.6 143.2 201.1 106.7 116.4 113.5 141.5 19.7 152.3 215.1 113.4 129.7 126.6 41.3 60.4 142.5 80.8 67 97.8 64.9 136.5 172.2 195.5 76.1 48.1 75.2 800.9 96.4 62.8 53.1 116.4 145.9 358.6 63.9 87.7 147.9 239.1 103 97.1 246 73 152.6 54.7 116.8 88.6 70.8 57.6 72.6 133.9 139.3 77.1 139.4 465.8 350.8 268.3 219.4 234.1 118.7 19.9 256 127.1 314.4 231.2 187.4 234.5 205 233.4 104 104.5 109.6 79.5 85.7 66.3 132.7 127.1 70.4 87.9 115.6 58.6 109.7 86 170.1 57.2 67.9 129 141.2 206.4 62.7 107.9 140 122.7 10 82.2
Sesquiterpenemetabolism 4.6.1.11 254510_at AT4G20210 6.4 94.9 8 5.2 10.9 22.1 10.3 7.6 16.6 8.1 10.5 8.8 7.2 16.4 12.1 10 6.5 10.4 13.1 25.7 22.4 6.2 9.8 20.3 9.6 13.3 22 8.7 3.9 10.2 14 28.1 9.2 14.5 19.4 15.9 72.8 15.1 11.6 12.8 98.5 10.1 42 19.7 20 9.4 15.8 11.4 21.9 11.3 5.4 147.4 10.1 8.5 8.2 5.4 21.4 62.6 20.6 22.3 45.7 11.2 9.3 660 8.6 16 6.9 6.3 10.5 10.8 10.6 10.4 14.4 11.4 8.6 14.4 13.1 7.3 27.4 8.2 31.8 28.7 14 29.9 25.8 6.7 63.6 18.7 18.2 7.2 9.1 30.5 7.2 30.6 20.7 6.4 12.4 14.5 9.3 155 7.7 17.7 125.3 197.5 4.6 125.8 116.5 5.4 13 8.1 12.5 8.2 31.9 17.3 34.9 15.5 4.7 9.8
Sesquiterpenemetabolism NA 245071_at AT2G23230 56.7 44.3 9.9 16.2 39 12.3 22.5 127.1 123.9 16 12.7 16.3 11.8 18 97.2 49.5 21.2 79.4 39.2 13.8 3.4 14.4 72.8 14.9 39.8 42.9 82.7 16.2 15.4 6.1 26.3 69.5 19.5 23.4 20.5 8.8 59.1 14 13.7 172.1 13.2 24.9 21.5 13 95.3 75.3 20 28.6 22.1 56.8 16.1 189.5 142.6 9.4 11.5 76.9 24.8 17.6 4.5 28.5 14.8 32.1 10.5 73.9 13.7 22.6 64.5 66.9 69.6 14.5 41.3 8.4 11.4 71.3 25.4 34.3 34.8 53.5 9.1 51.4 87.5 94.1 36.2 13.7 15.3 15.3 16.8 10.5 12.2 97.7 14.7 7.1 74.1 30.1 14.1 43.9 29.6 49.9 80.4 33.4 17.2 14.1 69.6 21 50.8 14.4 31.6 40.8 4.3 36.4 18.7 113.1 17.5 53.3 130.2 12.6 15.8 78.3
Sesquiterpenemetabolism NA 254512_at AT4G20230 113.1 133.6 58.4 10.5 15.8 23.2 116.1 97.9 45.4 13.5 16.9 32.6 69.1 66.3 205.7 203.4 299.5 230.9 8.1 88.1 157.8 118.5 19 11.4 7.3 81.8 12.6 58 98.8 100.4 90.5 10.6 157.2 84.8 79.9 139.8 138 89.6 14.4 17.8 262.1 106.2 130.9 71.4 21.5 39.6 58.1 100.8 17 98 12.8 451.8 22.2 44.5 46.1 30.7 401.2 64.1 381.2 156.9 84.1 12.9 253.7 523.7 127.1 12 11.5 110.4 161.6 146.9 159.6 56.7 11.2 37.2 101.1 19.3 29.1 86.7 9 24.7 46.2 84.2 59.9 6.1 75.5 155.7 200.8 8.9 7.8 9 10.5 191.7 12.1 345 146.5 138.4 18.7 130.7 112.7 6.8 35.5 226.8 311.9 437.3 64.2 85.1 476 115.5 69.2 151.4 181.8 25.4 12.6 157.3 185.5 147.4 128.3 81.6
Sesquiterpenemetabolism NA 256560_s_at AT3G31415 83.9 87.7 2.7 5.2 16.3 8.6 14.5 8.4 5.7 7.7 13.3 6.1 10.1 5.3 290.5 253.1 188.7 113.4 201 197.4 47.9 47.3 10.9 11.8 17.7 9.8 6.1 11.1 12.2 3.6 6.9 8.2 10.8 73 7.8 7.3 9 9.9 9 90.6 17 62.3 46.9 6.8 22.5 6.1 9.4 7 7.1 21.4 6.6 219.4 6.1 7.6 17.5 54.2 15.1 8.1 75.7 30.4 11 12.9 44.9 67.5 19.3 7.9 7.1 9.2 8.1 41.6 5.4 19.1 15 25.2 70 12.1 13.2 61.9 74.1 120.3 126.4 89.6 120.8 4 55.7 18.5 173 12.8 16.7 5.5 5.9 47.3 8.4 274 20.1 13.6 93.5 130.1 72.4 7 151.1 180.4 248.6 499.6 10.9 259.9 634.3 8.1 45.7 36.5 81 14.9 45.9 4.3 10.3 156.2 10.5 20.9
Sphingophospholipidmetabolism 2.3.1.50 246213_at AT4G36480 1042.7 709.4 783.1 578.3 818.9 521.1 882.5 688.2 581.4 948.7 892.2 505.7 679.1 787.4 927.6 964.4 799.5 811.3 924.5 1101.6 888.1 981.7 741.8 1017.3 960.7 1609.1 890.4 775.4 887.2 917.2 1505 1012 1226 1493.9 945.9 1864.7 1423.5 1062.9 1288.2 1365.6 915.5 1145.5 1188 900.2 1007.2 1336.7 1123.7 1140.6 980.9 930.2 1046.9 1047.9 1167.3 1073.6 1070.4 1064 601.4 538.6 952.7 895.1 894.2 955.2 830 1146.7 682.3 863.6 509.9 780.3 918.5 830.2 889.5 1107.7 845.3 824.8 908.5 990.1 932.1 848.2 823.6 1037.9 809.7 1205.6 848.9 872.1 998.3 903.9 688.7 740.9 865.3 871.2 847.1 718.9 698.4 836.3 691.8 726.6 1031 715.6 835.8 960.4 836.6 893.9 757.2 842.8 799.9 840.4 756.6 896.7 754 969.1 856.1 1080.2 1073.6 800.3 855.5 1056.3 840.1 1167.7
Sphingophospholipidmetabolism NA 254306_at AT4G22330 2126.8 2165.6 1146.1 1253.3 1503.3 1186.1 1055.2 997.9 1033.7 1922.6 1518.1 978.9 759.7 1165.8 1969.7 2437.4 2577.2 2498.8 2370.3 2363.8 2963.9 3067.3 1495.6 2219.6 2577.2 2229.6 1843.8 1849 2980.7 2014.6 3578.9 2038.6 3567.2 3222.3 1521.7 3323.5 3270.7 1562.4 2730.1 3247.8 1800.6 2245.5 3649.5 2049.2 1910.2 2245.9 2372.9 1943.2 1767.3 1528.2 1299.6 1608.9 1993.1 2129.6 2277.4 2052.9 2321.9 2452.6 2303.7 1880.1 770 2779 1641.9 858.1 2779 4172.5 3609.1 3052.8 2379.6 1342.9 1333 1710.4 1945.2 1479.2 1589.2 1558.2 1592.9 1848.7 1710.3 1802.7 1732 1721.1 1800.2 2859.8 2690.2 1656.3 2100.2 2373.3 1831.4 2385.1 1965.7 1770.1 1676.9 1239.4 1915.7 1357.3 2106 1441.6 1325.9 1832.5 1240.9 1865.2 1804.5 1304.1 1700.6 2276.7 1056.8 1860.9 1644.5 1439.6 1249.8 1741.8 1619.4 1707.5 1621.9 1733.9 1172.1 1923.9
Starchandsucrosemetabolism 2.4.1.11 249785_at AT5G24300 1941.3 1865.5 2807.8 2360.9 2771 4474.8 2868.7 4477.8 4223.5 2012.7 3715.6 5368.1 2044.8 3340.9 2030.4 1875 2151.3 2249.4 1705.9 1722.8 2174.3 1964 4079.1 2011.5 1445.8 1670.3 1733.1 1389.1 2654.9 2184.3 855.9 3022.7 810.2 813.3 3080.8 864.4 846.4 3022.5 1035.5 599.4 3139.4 1326 566.5 2466.6 2856.6 1623.9 1426.2 1826.2 1817.9 1863.3 2092.7 1503.9 1290.8 1674.4 821.2 2635.3 2007.5 1456.2 1607.4 1594.6 2056.5 1608.7 1816.2 2019.5 1622.7 672.1 557.3 1025.3 1466.7 2368 2353 2169.7 2305 1652.8 1387.1 1669.4 1675.6 1348 1164.3 1359.3 1446.6 1698.9 1441.9 672.4 499.2 1287.7 634.7 829.8 1866.4 977.3 781.4 1006.7 3563.3 2764.4 3313.1 2249.5 1792.8 1799.4 3940.7 1934.7 3607.2 1997.3 3015.3 2397.2 2174.9 2010.3 1562.5 2376 1493.9 2144.5 3430.5 3392.3 2128.1 2170.4 2516.9 2537.9 2416.9 2222
Starchandsucrosemetabolism 2.4.1.11 259277_at AT3G01180 1068.6 1443.8 643.5 3104.9 1888.7 1086.1 949.6 1205 1498.8 1079.9 1471.6 1199.6 854.1 1302.4 757 821.4 585.1 643.4 950 775.2 634.9 608.5 1787 645.1 1253.7 817 689.7 548 650.5 713.9 260.4 1174.8 196.3 213.4 727.1 417.6 186 658.1 399.3 228.1 413.4 487.5 187.2 915.8 779.8 451.5 359.8 435.8 519.2 540 601.1 156.8 255.4 434.1 414.6 1080.7 417.5 369.6 251 427.2 359.9 307.2 587.8 549.7 366.8 263.8 170.9 358.9 618.3 1070.7 834 1202.3 1071.5 654.5 811.6 869.1 943.1 1011.1 967.1 911.2 997.7 618.5 685.4 802.9 415.3 802.1 571.2 1129.2 1515.9 1022.9 658.1 1046.3 1480.2 1394.1 1528.3 2823.5 1004.3 942.7 1672 1132.2 1389.9 1759.4 1288.7 1246.6 3759.4 1196.6 687.9 1256.3 1425.7 1656.4 4138.4 1641.7 1547.9 1621.7 1095.5 1200.3 2717.1 1287.5
